"stem_id","plotCode","focalOrBenchmark","landCover","vegClass","subplot","ind","ind_id","stratum","species","dbh_cm","ba_m2"
434,"PlotBm123","b","W10","W10","3",33,"PlotBm123_33","Stems >=10 cm DBH","Quercus trojana",22,0.0380132711084365
431,"PlotBm123","b","W10","W10","3",30,"PlotBm123_30","Stems >=10 cm DBH","Quercus trojana",25,0.04908738521234052
432,"PlotBm123","b","W10","W10","3",31,"PlotBm123_31","Stems >=10 cm DBH","Quercus trojana",15,0.017671458676442587
433,"PlotBm123","b","W10","W10","3",32,"PlotBm123_32","Stems >=10 cm DBH","Quercus trojana",14,0.015393804002589986
421,"PlotBm123","b","W10","W10","2",20,"PlotBm123_20","Stems 2.5-10 cm DBH","Quercus trojana",6,0.0028274333882308137
422,"PlotBm123","b","W10","W10","2",21,"PlotBm123_21","Stems >=10 cm DBH","Quercus trojana",18,0.025446900494077322
435,"PlotBm123","b","W10","W10","3",34,"PlotBm123_34","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
457,"PlotBm124","b","W10","W10","3",22,"PlotBm124_22","Stems >=10 cm DBH","Quercus trojana",15,0.017671458676442587
452,"PlotBm124","b","W10","W10","2",17,"PlotBm124_17","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
453,"PlotBm124","b","W10","W10","2",18,"PlotBm124_18","Stems >=10 cm DBH","Quercus trojana",18,0.025446900494077322
454,"PlotBm124","b","W10","W10","2",19,"PlotBm124_19","Stems >=10 cm DBH","Quercus trojana",23,0.04154756284372501
451,"PlotBm124","b","W10","W10","2",16,"PlotBm124_16","Stems >=10 cm DBH","Quercus trojana",27,0.05725552611167398
456,"PlotBm124","b","W10","W10","2",21,"PlotBm124_21","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
443,"PlotBm124","b","W10","W10","2",8,"PlotBm124_8","Stems >=10 cm DBH","Quercus trojana",37,0.10752100856911068
444,"PlotBm124","b","W10","W10","2",9,"PlotBm124_9","Stems >=10 cm DBH","Quercus trojana",14,0.015393804002589986
455,"PlotBm124","b","W10","W10","2",20,"PlotBm124_20","Stems >=10 cm DBH","Quercus trojana",43,0.14522012041218818
446,"PlotBm124","b","W10","W10","2",11,"PlotBm124_11","Stems >=10 cm DBH","Quercus trojana",27,0.05725552611167398
447,"PlotBm124","b","W10","W10","2",12,"PlotBm124_12","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
449,"PlotBm124","b","W10","W10","2",14,"PlotBm124_14","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
445,"PlotBm124","b","W10","W10","2",10,"PlotBm124_10","Stems >=10 cm DBH","Quercus trojana",29,0.0660519855417254
1622,"PlotBm124","b","W10","W10","2",13,"PlotBm124_13","Stems >=10 cm DBH","Quercus trojana",15,0.017671458676442587
1623,"PlotBm124","b","W10","W10","2",21,"PlotBm124_21","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
465,"PlotBm124","b","W10","W10","3",30,"PlotBm124_30","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
466,"PlotBm124","b","W10","W10","3",31,"PlotBm124_31","Stems >=10 cm DBH","Quercus trojana",22,0.0380132711084365
467,"PlotBm124","b","W10","W10","3",32,"PlotBm124_32","Stems >=10 cm DBH","Quercus trojana",13,0.013273228961416876
468,"PlotBm124","b","W10","W10","3",33,"PlotBm124_33","Stems >=10 cm DBH","Quercus trojana",19,0.02835287369864788
469,"PlotBm124","b","W10","W10","3",34,"PlotBm124_34","Stems >=10 cm DBH","Quercus trojana",23,0.04154756284372501
470,"PlotBm124","b","W10","W10","3",35,"PlotBm124_35","Stems >=10 cm DBH","Quercus trojana",14,0.015393804002589986
458,"PlotBm124","b","W10","W10","3",23,"PlotBm124_23","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
459,"PlotBm124","b","W10","W10","3",24,"PlotBm124_24","Stems 2.5-10 cm DBH","Quercus trojana",9,0.0063617251235193305
460,"PlotBm124","b","W10","W10","3",25,"PlotBm124_25","Stems >=10 cm DBH","Quercus trojana",33,0.08552985999398212
448,"PlotBm124","b","W10","W10","2",13,"PlotBm124_13","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
450,"PlotBm124","b","W10","W10","2",15,"PlotBm124_15","Stems >=10 cm DBH","Quercus trojana",18,0.025446900494077322
463,"PlotBm124","b","W10","W10","3",28,"PlotBm124_28","Stems 2.5-10 cm DBH","Quercus trojana",5,0.001963495408493621
464,"PlotBm124","b","W10","W10","3",29,"PlotBm124_29","Stems >=10 cm DBH","Quercus trojana",24,0.04523893421169302
438,"PlotBm124","b","W10","W10","1",3,"PlotBm124_3","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
439,"PlotBm124","b","W10","W10","2",4,"PlotBm124_4","Stems >=10 cm DBH","Quercus trojana",17,0.022698006922186254
440,"PlotBm124","b","W10","W10","2",5,"PlotBm124_5","Stems >=10 cm DBH","Quercus trojana",23,0.04154756284372501
441,"PlotBm124","b","W10","W10","2",6,"PlotBm124_6","Stems >=10 cm DBH","Quercus trojana",26,0.053092915845667506
442,"PlotBm124","b","W10","W10","2",7,"PlotBm124_7","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
1856,"PlotBm124","b","W10","W10","1",3,"PlotBm124_3","Stems >=10 cm DBH","Quercus trojana",24,0.04523893421169302
471,"PlotBm124","b","W10","W10","3",36,"PlotBm124_36","Stems >=10 cm DBH","Quercus trojana",27,0.05725552611167398
436,"PlotBm124","b","W10","W10","1",1,"PlotBm124_1","Stems >=10 cm DBH","Quercus trojana",41,0.13202543126711105
437,"PlotBm124","b","W10","W10","1",2,"PlotBm124_2","Stems >=10 cm DBH","Quercus trojana",17,0.022698006922186254
1621,"PlotBm124","b","W10","W10","1",3,"PlotBm124_3","Stems >=10 cm DBH","Quercus trojana",25,0.04908738521234052
1857,"PlotBm124","b","W10","W10","2",21,"PlotBm124_21","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
462,"PlotBm124","b","W10","W10","3",27,"PlotBm124_27","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
461,"PlotBm124","b","W10","W10","3",26,"PlotBm124_26","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
474,"PlotBm125","b","W10","W10","1",3,"PlotBm125_3","Stems >=10 cm DBH","Quercus pubescens",15,0.017671458676442587
492,"PlotBm125","b","W10","W10","3",21,"PlotBm125_21","Stems >=10 cm DBH","Quercus pubescens",26,0.053092915845667506
493,"PlotBm125","b","W10","W10","3",22,"PlotBm125_22","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
473,"PlotBm125","b","W10","W10","1",2,"PlotBm125_2","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
496,"PlotBm125","b","W10","W10","3",25,"PlotBm125_25","Stems >=10 cm DBH","Quercus pubescens",26,0.053092915845667506
497,"PlotBm125","b","W10","W10","3",26,"PlotBm125_26","Stems >=10 cm DBH","Quercus pubescens",28,0.061575216010359944
472,"PlotBm125","b","W10","W10","1",1,"PlotBm125_1","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
495,"PlotBm125","b","W10","W10","3",24,"PlotBm125_24","Stems >=10 cm DBH","Quercus pubescens",24,0.04523893421169302
486,"PlotBm125","b","W10","W10","2",15,"PlotBm125_15","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
487,"PlotBm125","b","W10","W10","2",16,"PlotBm125_16","Stems >=10 cm DBH","Quercus pubescens",18,0.025446900494077322
494,"PlotBm125","b","W10","W10","3",23,"PlotBm125_23","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
485,"PlotBm125","b","W10","W10","2",14,"PlotBm125_14","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
490,"PlotBm125","b","W10","W10","2",19,"PlotBm125_19","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
491,"PlotBm125","b","W10","W10","3",20,"PlotBm125_20","Stems >=10 cm DBH","Quercus pubescens",23,0.04154756284372501
1624,"PlotBm125","b","W10","W10","2",15,"PlotBm125_15","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
1625,"PlotBm125","b","W10","W10","3",21,"PlotBm125_21","Stems >=10 cm DBH","Quercus pubescens",30,0.07068583470577035
480,"PlotBm125","b","W10","W10","2",9,"PlotBm125_9","Stems >=10 cm DBH","Quercus pubescens",10,0.007853981633974483
481,"PlotBm125","b","W10","W10","2",10,"PlotBm125_10","Stems >=10 cm DBH","Quercus pubescens",26,0.053092915845667506
1992,"PlotBm125","b","W10","W10","2",15,"PlotBm125_15","Stems >=10 cm DBH","Quercus pubescens",19,0.02835287369864788
483,"PlotBm125","b","W10","W10","2",12,"PlotBm125_12","Stems >=10 cm DBH","Quercus pubescens",15,0.017671458676442587
484,"PlotBm125","b","W10","W10","2",13,"PlotBm125_13","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
1858,"PlotBm125","b","W10","W10","2",15,"PlotBm125_15","Stems >=10 cm DBH","Quercus pubescens",18,0.025446900494077322
498,"PlotBm125","b","W10","W10","3",27,"PlotBm125_27","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
488,"PlotBm125","b","W10","W10","2",17,"PlotBm125_17","Stems >=10 cm DBH","Quercus pubescens",22,0.0380132711084365
489,"PlotBm125","b","W10","W10","2",18,"PlotBm125_18","Stems >=10 cm DBH","Quercus pubescens",19,0.02835287369864788
501,"PlotBm125","b","W10","W10","3",30,"PlotBm125_30","Stems >=10 cm DBH","Quercus pubescens",15,0.017671458676442587
1957,"PlotBm125","b","W10","W10","2",15,"PlotBm125_15","Stems >=10 cm DBH","Quercus pubescens",22,0.0380132711084365
478,"PlotBm125","b","W10","W10","1",7,"PlotBm125_7","Stems >=10 cm DBH","Quercus pubescens",24,0.04523893421169302
479,"PlotBm125","b","W10","W10","2",8,"PlotBm125_8","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
475,"PlotBm125","b","W10","W10","1",4,"PlotBm125_4","Stems >=10 cm DBH","Quercus pubescens",14,0.015393804002589986
476,"PlotBm125","b","W10","W10","1",5,"PlotBm125_5","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
482,"PlotBm125","b","W10","W10","2",11,"PlotBm125_11","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
500,"PlotBm125","b","W10","W10","3",29,"PlotBm125_29","Stems >=10 cm DBH","Quercus pubescens",17,0.022698006922186254
2012,"PlotBm125","b","W10","W10","2",15,"PlotBm125_15","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
477,"PlotBm125","b","W10","W10","1",6,"PlotBm125_6","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
499,"PlotBm125","b","W10","W10","3",28,"PlotBm125_28","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
1627,"PlotBm126","b","W10","W10","1",7,"PlotBm126_7","Stems >=10 cm DBH","Quercus trojana",29,0.0660519855417254
1626,"PlotBm126","b","W10","W10","3",3,"PlotBm126_3","Stems 2.5-10 cm DBH","Acer campestre",8,0.005026548245743669
510,"PlotBm126","b","W10","W10","1",9,"PlotBm126_9","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
511,"PlotBm126","b","W10","W10","2",10,"PlotBm126_10","Stems >=10 cm DBH","Quercus trojana",17,0.022698006922186254
1629,"PlotBm126","b","W10","W10","2",14,"PlotBm126_14","Stems >=10 cm DBH","Quercus trojana",17,0.022698006922186254
1628,"PlotBm126","b","W10","W10","2",10,"PlotBm126_10","Stems >=10 cm DBH","Quercus trojana",23,0.04154756284372501
505,"PlotBm126","b","W10","W10","1",4,"PlotBm126_4","Stems >=10 cm DBH","Quercus trojana",24,0.04523893421169302
506,"PlotBm126","b","W10","W10","1",5,"PlotBm126_5","Stems >=10 cm DBH","Quercus trojana",17,0.022698006922186254
512,"PlotBm126","b","W10","W10","2",11,"PlotBm126_11","Stems >=10 cm DBH","Quercus trojana",46,0.16619025137490004
504,"PlotBm126","b","W10","W10","3",3,"PlotBm126_3","Stems 2.5-10 cm DBH","Acer campestre",7,0.0038484510006474965
509,"PlotBm126","b","W10","W10","1",8,"PlotBm126_8","Stems >=10 cm DBH","Quercus trojana",29,0.0660519855417254
521,"PlotBm126","b","W10","W10","3",20,"PlotBm126_20","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
507,"PlotBm126","b","W10","W10","1",6,"PlotBm126_6","Stems >=10 cm DBH","Quercus trojana",15,0.017671458676442587
508,"PlotBm126","b","W10","W10","1",7,"PlotBm126_7","Stems >=10 cm DBH","Quercus trojana",25,0.04908738521234052
526,"PlotBm126","b","W10","W10","3",25,"PlotBm126_25","Stems >=10 cm DBH","Quercus trojana",24,0.04523893421169302
527,"PlotBm126","b","W10","W10","3",26,"PlotBm126_26","Stems >=10 cm DBH","Quercus trojana",13,0.013273228961416876
524,"PlotBm126","b","W10","W10","3",23,"PlotBm126_23","Stems >=10 cm DBH","Quercus trojana",31,0.07547676350249478
525,"PlotBm126","b","W10","W10","3",24,"PlotBm126_24","Stems 2.5-10 cm DBH","Quercus trojana",9,0.0063617251235193305
502,"PlotBm126","b","W10","W10","2",1,"PlotBm126_1","Stems 2.5-10 cm DBH","Cornus mas",9,0.0063617251235193305
516,"PlotBm126","b","W10","W10","2",15,"PlotBm126_15","Stems >=10 cm DBH","Quercus trojana",46,0.16619025137490004
517,"PlotBm126","b","W10","W10","2",16,"PlotBm126_16","Stems >=10 cm DBH","Quercus trojana",37,0.10752100856911068
503,"PlotBm126","b","W10","W10","2",2,"PlotBm126_2","Stems 2.5-10 cm DBH","Acer monspessulanum",8,0.005026548245743669
519,"PlotBm126","b","W10","W10","3",18,"PlotBm126_18","Stems >=10 cm DBH","Quercus trojana",31,0.07547676350249478
520,"PlotBm126","b","W10","W10","3",19,"PlotBm126_19","Stems >=10 cm DBH","Quercus trojana",31,0.07547676350249478
518,"PlotBm126","b","W10","W10","3",17,"PlotBm126_17","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
523,"PlotBm126","b","W10","W10","3",22,"PlotBm126_22","Stems >=10 cm DBH","Quercus trojana",28,0.061575216010359944
515,"PlotBm126","b","W10","W10","2",14,"PlotBm126_14","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
522,"PlotBm126","b","W10","W10","3",21,"PlotBm126_21","Stems 2.5-10 cm DBH","Quercus trojana",9,0.0063617251235193305
514,"PlotBm126","b","W10","W10","2",13,"PlotBm126_13","Stems >=10 cm DBH","Quercus trojana",41,0.13202543126711105
513,"PlotBm126","b","W10","W10","2",12,"PlotBm126_12","Stems >=10 cm DBH","Quercus trojana",14,0.015393804002589986
528,"PlotBm126","b","W10","W10","3",27,"PlotBm126_27","Stems >=10 cm DBH","Quercus trojana",27,0.05725552611167398
539,"PlotBm127","b","W10","W10","2",11,"PlotBm127_11","Stems >=10 cm DBH","Quercus pubescens",17,0.022698006922186254
542,"PlotBm127","b","W10","W10","2",14,"PlotBm127_14","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
531,"PlotBm127","b","W10","W10","1",3,"PlotBm127_3","Stems >=10 cm DBH","Quercus pubescens",23,0.04154756284372501
532,"PlotBm127","b","W10","W10","1",4,"PlotBm127_4","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
541,"PlotBm127","b","W10","W10","2",13,"PlotBm127_13","Stems >=10 cm DBH","Quercus pubescens",10,0.007853981633974483
535,"PlotBm127","b","W10","W10","1",7,"PlotBm127_7","Stems >=10 cm DBH","Quercus pubescens",27,0.05725552611167398
538,"PlotBm127","b","W10","W10","2",10,"PlotBm127_10","Stems >=10 cm DBH","Quercus pubescens",10,0.007853981633974483
533,"PlotBm127","b","W10","W10","1",5,"PlotBm127_5","Stems >=10 cm DBH","Quercus pubescens",24,0.04523893421169302
534,"PlotBm127","b","W10","W10","1",6,"PlotBm127_6","Stems >=10 cm DBH","Quercus pubescens",15,0.017671458676442587
554,"PlotBm127","b","W10","W10","2",26,"PlotBm127_26","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
555,"PlotBm127","b","W10","W10","2",27,"PlotBm127_27","Stems >=10 cm DBH","Quercus pubescens",14,0.015393804002589986
537,"PlotBm127","b","W10","W10","2",9,"PlotBm127_9","Stems >=10 cm DBH","Quercus pubescens",14,0.015393804002589986
540,"PlotBm127","b","W10","W10","2",12,"PlotBm127_12","Stems >=10 cm DBH","Quercus pubescens",17,0.022698006922186254
530,"PlotBm127","b","W10","W10","1",2,"PlotBm127_2","Stems >=10 cm DBH","Quercus pubescens",21,0.03463605900582747
546,"PlotBm127","b","W10","W10","2",18,"PlotBm127_18","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
547,"PlotBm127","b","W10","W10","2",19,"PlotBm127_19","Stems >=10 cm DBH","Quercus pubescens",15,0.017671458676442587
548,"PlotBm127","b","W10","W10","2",20,"PlotBm127_20","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
549,"PlotBm127","b","W10","W10","2",21,"PlotBm127_21","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
550,"PlotBm127","b","W10","W10","2",22,"PlotBm127_22","Stems >=10 cm DBH","Quercus pubescens",18,0.025446900494077322
551,"PlotBm127","b","W10","W10","2",23,"PlotBm127_23","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
552,"PlotBm127","b","W10","W10","2",24,"PlotBm127_24","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
553,"PlotBm127","b","W10","W10","2",25,"PlotBm127_25","Stems >=10 cm DBH","Quercus pubescens",10,0.007853981633974483
1859,"PlotBm127","b","W10","W10","2",14,"PlotBm127_14","Stems >=10 cm DBH","Quercus pubescens",10,0.007853981633974483
1993,"PlotBm127","b","W10","W10","2",14,"PlotBm127_14","Stems >=10 cm DBH","Quercus pubescens",14,0.015393804002589986
1958,"PlotBm127","b","W10","W10","2",14,"PlotBm127_14","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
529,"PlotBm127","b","W10","W10","1",1,"PlotBm127_1","Stems >=10 cm DBH","Quercus pubescens",14,0.015393804002589986
544,"PlotBm127","b","W10","W10","2",16,"PlotBm127_16","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
545,"PlotBm127","b","W10","W10","2",17,"PlotBm127_17","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
563,"PlotBm127","b","W10","W10","3",35,"PlotBm127_35","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
560,"PlotBm127","b","W10","W10","3",32,"PlotBm127_32","Stems >=10 cm DBH","Quercus pubescens",24,0.04523893421169302
561,"PlotBm127","b","W10","W10","3",33,"PlotBm127_33","Stems 2.5-10 cm DBH","Quercus pubescens",9,0.0063617251235193305
562,"PlotBm127","b","W10","W10","3",34,"PlotBm127_34","Stems 2.5-10 cm DBH","Quercus pubescens",8,0.005026548245743669
536,"PlotBm127","b","W10","W10","1",8,"PlotBm127_8","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
564,"PlotBm127","b","W10","W10","3",36,"PlotBm127_36","Stems >=10 cm DBH","Quercus pubescens",23,0.04154756284372501
565,"PlotBm127","b","W10","W10","3",37,"PlotBm127_37","Stems >=10 cm DBH","Quercus pubescens",19,0.02835287369864788
1630,"PlotBm127","b","W10","W10","2",14,"PlotBm127_14","Stems >=10 cm DBH","Quercus pubescens",12,0.011309733552923255
558,"PlotBm127","b","W10","W10","3",30,"PlotBm127_30","Stems >=10 cm DBH","Quercus pubescens",10,0.007853981633974483
559,"PlotBm127","b","W10","W10","3",31,"PlotBm127_31","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
543,"PlotBm127","b","W10","W10","2",15,"PlotBm127_15","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
557,"PlotBm127","b","W10","W10","3",29,"PlotBm127_29","Stems >=10 cm DBH","Quercus pubescens",21,0.03463605900582747
566,"PlotBm127","b","W10","W10","3",38,"PlotBm127_38","Stems >=10 cm DBH","Quercus pubescens",27,0.05725552611167398
556,"PlotBm127","b","W10","W10","3",28,"PlotBm127_28","Stems >=10 cm DBH","Quercus pubescens",10,0.007853981633974483
582,"PlotBm128","b","W10","W10","2",16,"PlotBm128_16","Stems 2.5-10 cm DBH","Quercus trojana",7,0.0038484510006474965
575,"PlotBm128","b","W10","W10","1",9,"PlotBm128_9","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
569,"PlotBm128","b","W10","W10","1",3,"PlotBm128_3","Stems >=10 cm DBH","Quercus trojana",13,0.013273228961416876
577,"PlotBm128","b","W10","W10","1",11,"PlotBm128_11","Stems >=10 cm DBH","Quercus trojana",12,0.011309733552923255
574,"PlotBm128","b","W10","W10","1",8,"PlotBm128_8","Stems 2.5-10 cm DBH","Quercus trojana",2.5,4.908738521234052e-4
579,"PlotBm128","b","W10","W10","2",13,"PlotBm128_13","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
576,"PlotBm128","b","W10","W10","1",10,"PlotBm128_10","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
568,"PlotBm128","b","W10","W10","1",2,"PlotBm128_2","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
578,"PlotBm128","b","W10","W10","1",12,"PlotBm128_12","Stems 2.5-10 cm DBH","Pistacia terebinthus",6,0.0028274333882308137
570,"PlotBm128","b","W10","W10","1",4,"PlotBm128_4","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
571,"PlotBm128","b","W10","W10","1",5,"PlotBm128_5","Stems >=10 cm DBH","Quercus trojana",15,0.017671458676442587
572,"PlotBm128","b","W10","W10","1",6,"PlotBm128_6","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
581,"PlotBm128","b","W10","W10","2",15,"PlotBm128_15","Stems 2.5-10 cm DBH","Juniperus oxycedrus",4,0.0012566370614359172
587,"PlotBm128","b","W10","W10","3",21,"PlotBm128_21","Stems >=10 cm DBH","Quercus trojana",12,0.011309733552923255
588,"PlotBm128","b","W10","W10","3",22,"PlotBm128_22","Stems >=10 cm DBH","Quercus trojana",13,0.013273228961416876
589,"PlotBm128","b","W10","W10","3",23,"PlotBm128_23","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
590,"PlotBm128","b","W10","W10","3",24,"PlotBm128_24","Stems 2.5-10 cm DBH","Juniperus oxycedrus",7,0.0038484510006474965
591,"PlotBm128","b","W10","W10","3",25,"PlotBm128_25","Stems 2.5-10 cm DBH","Quercus trojana",8,0.005026548245743669
592,"PlotBm128","b","W10","W10","3",26,"PlotBm128_26","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
583,"PlotBm128","b","W10","W10","2",17,"PlotBm128_17","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
567,"PlotBm128","b","W10","W10","1",1,"PlotBm128_1","Stems >=10 cm DBH","Quercus pubescens",11,0.009503317777109124
580,"PlotBm128","b","W10","W10","2",14,"PlotBm128_14","Stems 2.5-10 cm DBH","Quercus trojana",8,0.005026548245743669
1631,"PlotBm128","b","W10","W10","3",24,"PlotBm128_24","Stems 2.5-10 cm DBH","Juniperus oxycedrus",6,0.0028274333882308137
584,"PlotBm128","b","W10","W10","2",18,"PlotBm128_18","Stems >=10 cm DBH","Quercus trojana",13,0.013273228961416876
573,"PlotBm128","b","W10","W10","1",7,"PlotBm128_7","Stems 2.5-10 cm DBH","Quercus trojana",3,7.068583470577034e-4
586,"PlotBm128","b","W10","W10","2",20,"PlotBm128_20","Stems >=10 cm DBH","Quercus trojana",14,0.015393804002589986
585,"PlotBm128","b","W10","W10","2",19,"PlotBm128_19","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
593,"PlotBm129","b","W10","W10","1",1,"PlotBm129_1","Stems >=10 cm DBH","Quercus trojana",13,0.013273228961416876
614,"PlotBm129","b","W10","W10","3",22,"PlotBm129_22","Stems 2.5-10 cm DBH","Juniperus oxycedrus",3,7.068583470577034e-4
601,"PlotBm129","b","W10","W10","1",9,"PlotBm129_9","Stems 2.5-10 cm DBH","Quercus trojana",6,0.0028274333882308137
602,"PlotBm129","b","W10","W10","1",10,"PlotBm129_10","Stems 2.5-10 cm DBH","Juniperus oxycedrus",3,7.068583470577034e-4
604,"PlotBm129","b","W10","W10","2",12,"PlotBm129_12","Stems >=10 cm DBH","Quercus trojana",14,0.015393804002589986
605,"PlotBm129","b","W10","W10","2",13,"PlotBm129_13","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
594,"PlotBm129","b","W10","W10","1",2,"PlotBm129_2","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
603,"PlotBm129","b","W10","W10","2",11,"PlotBm129_11","Stems >=10 cm DBH","Quercus trojana",21,0.03463605900582747
609,"PlotBm129","b","W10","W10","2",17,"PlotBm129_17","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
610,"PlotBm129","b","W10","W10","3",18,"PlotBm129_18","Stems >=10 cm DBH","Quercus trojana",12,0.011309733552923255
611,"PlotBm129","b","W10","W10","3",19,"PlotBm129_19","Stems >=10 cm DBH","Quercus trojana",13,0.013273228961416876
595,"PlotBm129","b","W10","W10","1",3,"PlotBm129_3","Stems >=10 cm DBH","Quercus pubescens",18,0.025446900494077322
613,"PlotBm129","b","W10","W10","3",21,"PlotBm129_21","Stems >=10 cm DBH","Quercus trojana",12,0.011309733552923255
600,"PlotBm129","b","W10","W10","1",8,"PlotBm129_8","Stems 2.5-10 cm DBH","Quercus trojana",8,0.005026548245743669
596,"PlotBm129","b","W10","W10","1",4,"PlotBm129_4","Stems 2.5-10 cm DBH","Quercus trojana",8,0.005026548245743669
606,"PlotBm129","b","W10","W10","2",14,"PlotBm129_14","Stems >=10 cm DBH","Quercus pubescens",16,0.020106192982974676
608,"PlotBm129","b","W10","W10","2",16,"PlotBm129_16","Stems >=10 cm DBH","Quercus pubescens",13,0.013273228961416876
1632,"PlotBm129","b","W10","W10","1",4,"PlotBm129_4","Stems 2.5-10 cm DBH","Quercus trojana",7,0.0038484510006474965
1636,"PlotBm129","b","W10","W10","3",20,"PlotBm129_20","Stems >=10 cm DBH","Quercus trojana",13,0.013273228961416876
597,"PlotBm129","b","W10","W10","1",5,"PlotBm129_5","Stems 2.5-10 cm DBH","Quercus trojana",6,0.0028274333882308137
612,"PlotBm129","b","W10","W10","3",20,"PlotBm129_20","Stems >=10 cm DBH","Quercus trojana",12,0.011309733552923255
599,"PlotBm129","b","W10","W10","1",7,"PlotBm129_7","Stems >=10 cm DBH","Quercus trojana",11,0.009503317777109124
1860,"PlotBm129","b","W10","W10","1",4,"PlotBm129_4","Stems >=10 cm DBH","Quercus trojana",14,0.015393804002589986
1861,"PlotBm129","b","W10","W10","1",5,"PlotBm129_5","Stems >=10 cm DBH","Quercus trojana",16,0.020106192982974676
1633,"PlotBm129","b","W10","W10","1",5,"PlotBm129_5","Stems 2.5-10 cm DBH","Quercus trojana",8,0.005026548245743669
607,"PlotBm129","b","W10","W10","2",15,"PlotBm129_15","Stems 2.5-10 cm DBH","Quercus trojana",5,0.001963495408493621
1635,"PlotBm129","b","W10","W10","3",18,"PlotBm129_18","Stems >=10 cm DBH","Quercus trojana",10,0.007853981633974483
598,"PlotBm129","b","W10","W10","1",6,"PlotBm129_6","Stems 2.5-10 cm DBH","Quercus trojana",8,0.005026548245743669
1634,"PlotBm129","b","W10","W10","2",15,"PlotBm129_15","Stems 2.5-10 cm DBH","Quercus trojana",4,0.0012566370614359172
